name,latitude,longitude
Annagh More,51.79344,-8.63217
Annaghmore And Annaghbeg,53.13054,-7.73389
Annaghmore East,53.51068,-8.55145
Annaghmore West,53.51092,-8.58462
Annaghnamaddoo,53.97412,-7.97206
Annaghneal,52.88545,-8.67687
Annagh North,52.30029,-8.73389
Annaghoash,54.07092,-7.30789
Annaghoney,53.87176,-7.77588
Annaghraw,54.12768,-7.31228
Annaghs,52.37755,-6.97711
Annaghselherny,53.98547,-7.97361
Annagh South,52.29099,-8.72958
Annagh Upper,54.18554,-8.03187
Annaghvaan,53.31535,-9.64599
Annaghvacky,54.03542,-6.54676
Annagh West,53.40242,-9.0569
Annaghwood,53.46214,-9.34374
Annaghybane,54.12735,-7.0645
Annaghyduff,54.12851,-7.07907
Annagleve,54.09184,-6.76754
Annaglogh,54.18487,-6.76738
Annagloor,52.06862,-9.1144
Annagola,54.2392,-7.04114
Annagolan,53.02742,-6.19435
Annagor,53.67311,-6.36625
Annagose,54.1727,-7.1121
Annahagh,54.25132,-6.95423
Annahagh North,54.25945,-7.13679
Annahagh South,54.23447,-7.13474
Annahaia,54.08912,-6.86175
Annahalabog,51.87971,-8.97393
Annahala East,51.88353,-8.98593
Annahala West,51.87907,-9.00536
Annahale,54.10852,-6.72471
Annahean,53.92291,-6.66124
Annaholty,52.72917,-8.45585
Annahuby,54.20049,-6.87986
Anna Island,55.02386,-8.4246
Annakisha,52.17396,-8.57671
Annakisha North,52.18579,-8.58389
Annakisha South,52.1783,-8.56533
Annalecka,53.86817,-9.28291
Annaleck Lower,52.59048,-7.03702
Annaleck Upper,52.58181,-7.03229
Annalecky,53.03583,-6.64309
Annalittin,54.08801,-6.70585
Annalough,53.03271,-6.78674
Annaloughan,54.01217,-6.27557
Annamacneill,54.1642,-6.92893
Annamakiff,54.18282,-7.1641
Annamarran,53.93711,-6.66552
Annamoe,53.15044,-7.24162
Anna More,52.20122,-9.46354
Annamult,52.55776,-7.20569
Annaneese,54.11974,-6.91528
Annareagh North,54.30854,-6.87187
Annareagh South,54.29001,-6.86869
Annaroe,54.21356,-6.91946
Annaseeragh,54.23067,-6.83758
Annaskinnan,53.49173,-7.12217
Annaslee,55.10074,-7.39116
Annaveagh,54.12906,-7.27479
Annayalla,54.16641,-6.79566
Annees,51.73324,-9.23302
Annefield,51.71386,-8.43418
Annesgift,52.49224,-7.73085
Annesgrove,52.19429,-8.47758
Annestown,52.1428,-7.27815
Anneville,52.95664,-9.07334
Annfield,53.37399,-6.4073
Anngrove,51.91776,-8.28431
Annies,54.04113,-6.40737
Annistown,51.94297,-8.03915
Annsbrook,53.52455,-6.23383
Anny,54.10685,-6.98324
Annyalty,54.25239,-7.05516
Annyart,54.13038,-6.72496
Annyeeb,54.24276,-7.0819
Annyerk,54.25095,-7.06239
Anny Far And Near,55.15241,-7.57286
Anrittabeg,53.66959,-8.05039
Anskert,53.87602,-7.78614
Anster,52.89113,-7.44901
Antfield,53.90415,-7.95158
Antylstown,53.68625,-6.66543
Anveyerg,54.08627,-6.93616
Aphort,54.97983,-8.54785
Applefort,52.79962,-8.81109
Appletown,52.38297,-8.98326
Applevale,52.93072,-9.11887
Ara,53.8548,-9.11221
Arabela,52.24809,-9.59704
Araghty,53.55768,-8.27254
Araglin,52.20716,-8.10662
Aran Island,54.99918,-8.52998
Arbatt,54.88449,-7.98317
Arbourhill,52.53226,-7.74105
Archdeaconry Glebe,53.73608,-6.88277
Archersgrove,52.64089,-7.22936
Archersleas,52.63559,-7.27069
Archersrath,52.65912,-7.21792
Archerstown,52.81456,-7.40509
Archerstreet Lot,52.64338,-7.24644
Arch Hall,53.72193,-6.73455
Arclintagh,54.18562,-6.84885
Ard,53.43081,-9.24463
Ardabaun,52.15427,-9.77656
Ardabrone,54.25575,-8.69895
Ardacarha,53.91597,-9.07934
Ardachrin,54.93919,-8.03029
Ardacluckeen,52.0779,-9.77084
Ardacluggin,51.67999,-9.99582
Ardacong,53.54011,-8.85428
Ardacrow,51.6642,-8.71585
Ardadam,52.23775,-8.58866
Ardagannive,51.66006,-9.80502
Ardaganny,54.91878,-7.73669
Ardagawna,53.4125,-8.01385
Ardagh,51.63553,-9.83966
Ardagh Demesne,53.67058,-7.69464
Ardagh East,51.58749,-9.04321
Ardagh North,51.50578,-9.32469
Ardagh South,51.49713,-9.32988
Ardagh West,51.58149,-9.04129
Ardaghy,54.08474,-6.29106
Ardaghy Glebe,54.65748,-8.29216
Ardaghy Kill,54.22216,-6.99021
Ardagilla,51.507,-9.26888
Ardagullion,53.73312,-7.53736
Ardahee,54.92968,-7.79902
Ardahill,51.58521,-9.7135
Ardakillin,53.76118,-8.18581
Ardakip Beg,54.22382,-8.30361
Ardakip More,54.21928,-8.30993
Ardaloo,52.71548,-7.30734
Ardamadane,51.94842,-8.56812
Ardamagh,54.06246,-7.29037
Ardamore,52.20279,-10.36934
Ardamullivan,53.00878,-8.82952
Ardan,54.06002,-7.45158
Ardanaffrin,53.91835,-8.02959
Ardanairy,52.86263,-6.07476
Ardane,53.16692,-8.32009
Ardaneanig,52.05421,-9.43935
Ardaneer,52.60266,-9.08772
Ardaneneen,51.84574,-8.95996
Ardanenig,51.60364,-9.66938
Ardanew,53.48262,-6.87991
Ardanragh,53.61089,-7.62674
Ardanreagh,52.50101,-8.54611
Ardaprior,52.22965,-8.77705
Ardara,54.76761,-8.41049
Ardaragh East,51.64066,-9.79707
Ardaragh West,51.63355,-9.80482
Ardaravan,55.13344,-7.44914
Ardarawer,54.96898,-7.70059
Ardardagh,53.96136,-7.19551
Ardarostig,51.8688,-8.5326
Ardarou,52.06504,-8.41995
Ardarragh,53.99105,-7.51985
Ardarrig,51.87051,-8.43576
Ardass,53.7698,-8.44558
Ardataggle,52.75475,-8.53848
Ardatedaun,52.20024,-9.6915
Ardateggle,52.83466,-7.04909
Ardatowel,54.69948,-8.0199
Ardattin,52.7578,-6.70953
Ardaturr,54.99035,-7.94515
Ardaturrish Beg,51.73091,-9.50244
Ardaturrish More,51.72586,-9.49184
Ardaturr Mountain,54.98609,-7.9808
Ardaun,53.28484,-8.96224
Ardaun East,53.52743,-9.34318
Ardaun West,53.5293,-9.35411
Ardavagga,53.00175,-7.92917
Ardavullane,52.43656,-8.2304
Ardawarry,53.47733,-8.76631
Ardballan,53.84803,-6.31718
Ardballymore,53.36809,-7.54713
Ardbane,55.21404,-7.85616
Ardbash,53.32495,-7.0996
Ardbaun,52.69707,-7.83139
Ardbear,53.48221,-10.02905
Ardbearn,52.77363,-6.81311
Ardbearn And Torman,52.76029,-6.79637
Ardbeg,52.24807,-10.06997
Ardberreen,53.2278,-8.34518
Ardboghil,53.67131,-7.63299
Ardbohil,52.50294,-8.97803
Ardboley North,53.79506,-9.12452
Ardboley South,53.78743,-9.12448
Ardbolies,53.81298,-6.30739
Ardbooly Lower,52.89803,-8.77469
Ardbooly Upper,52.90096,-8.78088
Ardborra,53.47286,-7.73502
Ardboy,52.6613,-7.30145
Ardbraccan,53.65394,-6.75648
Ardbrack,51.70637,-8.50706
Ardbrackan,53.54254,-6.71852
Ardbrennan,53.49276,-7.58864
Ardbuckan,53.46686,-7.73257
Ardcahan,51.75772,-9.08567
Ardcalf,53.74274,-6.57952
Ardcanaght,52.16471,-9.73603
Ardcandrisk,52.35245,-6.54635
Ardcarn,53.96492,-8.20614
Ardcarney,52.89504,-8.99192
Ardcath,53.60913,-6.39165
Ardcavan,52.35775,-6.44515
Ardchamoyle,53.94005,-8.14809
Ardchicken,54.6431,-8.11568
Ardclogh,53.29045,-6.57645
Ardclone,52.34023,-7.33032
Ardcloon,53.61938,-8.82337
Ardcloony,52.77025,-8.4775
Ardcloyne,51.71711,-8.57257
Ardcolagh,53.90068,-8.2902
Ardcollum,54.08824,-8.09937
Ardcolm,52.37418,-6.43772
Ardcolman,53.44952,-8.21639
Ardcolum,54.04161,-8.06418
Ardconnell,52.34678,-9.78436
Ardconra,53.95754,-8.18497
Ardcoohig,51.60313,-8.7204
Ardcorcoran,53.94338,-8.30204
Ardcorky,53.76936,-9.14745
Ardcost,51.90151,-10.26961
Ardcotten,54.1833,-8.50789
Ardcree,54.1546,-8.55529
Ardcrone,52.18727,-9.54999
Ardcrony,52.93762,-8.1617
Ardcullen,52.46806,-9.65224
Ardcullen-Marshes,52.46305,-9.63854
Ardcumber,54.13858,-8.40628
Ardcurley,54.15968,-8.47433
Ardderroo,53.34217,-9.30081
Ardderrynagleragh,53.44668,-9.52824
Arddrine,52.44922,-9.01231
Ardea,51.69855,-9.02604
Ardeamush,53.03229,-9.32507
Ardeash,53.9463,-8.22391
Ard East,53.31989,-9.87233
Ardee,54.997,-7.55801
Ardeelan Lower,54.54931,-8.2063
Ardeelan Upper,54.54595,-8.19803
Ardeen,51.93566,-9.08632
Ardeenloun East,52.22451,-7.32298
Ardeenloun West,52.22078,-7.33275
Ardeevin,54.69311,-8.02519
Ardellis Lower,53.05441,-6.92001
Ardellis Upper,53.04753,-6.92111
Ardenagh Great,52.2957,-6.69116
Ardenagh Little,52.30301,-6.69797
Arderra,52.31662,-7.2272
Arderrawinny,51.52683,-9.62087
Arderrow,51.92212,-8.44405
Arderry,54.12255,-7.73479
Ardeskin,54.64853,-8.09853
Ardfarn,54.46816,-8.25701
Ardfert,52.32739,-9.76931
Ardfert Oughter,52.3189,-9.79487
Ardfield,51.56697,-8.91024
Ardfinnan,52.31467,-7.8848
Ardfintan,53.47501,-9.13702
Ardfrail,53.78306,-7.18314
Ardfry,53.23755,-8.97432
Ardgaineen,53.40937,-8.94272
Ardgallagher,53.86747,-8.03917
Ardgallin,53.94649,-8.37389
Ardgeeha,52.36127,-7.72475
Ardgeeha Lower,52.36817,-7.71187
Ardgeeha Upper,52.37042,-7.71116
Ardgehane,51.60319,-8.80528
Ardgillan Demesne,53.58781,-6.16041
Ardgillew,54.52671,-8.16006
Ardginny,54.4071,-7.03359
Ardgivna,54.24522,-8.78596
Ardglare,52.26683,-8.20789
Ardglass,52.3161,-8.75215
Ardglassan,53.71205,-7.03794
Ardglushin,54.06849,-7.23942
Ardgort,51.44549,-9.47722
Ardgoulbeg,52.54573,-8.97854
Ardgoul North,52.55785,-8.97248
Ardgoul South,52.55356,-8.96262
Ardgraigue,53.17923,-8.24755
Ardgreagh,53.58336,-6.77433
Ardgregane,52.88316,-8.27204
Ardgroom,51.7335,-9.89694
Ardgroom Inward,51.74232,-9.90966
Ardgroom Outward,51.73493,-9.86976
Ardhoom,53.93625,-9.04374
Ardillaun,53.51731,-9.31532
Ardillon,53.49685,-7.3071
Ardinawark,54.70763,-7.9854
Ardinode East,53.1237,-6.64268
Ardinode West,53.1201,-6.6523
Ardintenant,51.52226,-9.51553
Ardivaghan,53.52629,-7.38607
Ardkearagh,51.8003,-10.16702
Ardkeel,53.62359,-8.23116
Ardkeen,53.84336,-9.60002
Ardkeenagh,53.9358,-8.27062
Ardkeenan,53.3859,-8.05058
Ardkeeran,54.12556,-8.4007
Ardkill,53.36216,-6.94479
Ardkill Beg,53.92043,-7.32812
Ardkilleen,51.75769,-8.9687
Ardkill More,53.9187,-7.34009
Ardkilly,51.68163,-8.53217
Ardkilmartin,52.4113,-8.56269
Ardkirk,54.06648,-6.67059
Ardkitt East,51.72521,-8.91142
Ardkitt West,51.72681,-8.92472
Ardkyle,52.73168,-8.82566
Ardla,53.5753,-6.13667
Ardlaghas,52.0795,-9.72764
Ardlagheen Beg,53.69789,-8.3129
Ardlagheen More,53.70831,-8.30831
Ardlahan,52.641,-8.8151
Ardlaman,52.54714,-8.9974
Ardlaraghan,53.81824,-6.48216
Ardlavagh,53.9273,-8.16418
Ardlea,52.98024,-7.38417
Ardleag,52.20678,-8.46416
Ardleckna,53.86927,-8.1499
Ardlee,53.9027,-8.96812
Ardleebeg,54.17408,-8.40669
Ardlenagh,54.63339,-8.1218
Ardleny,53.86468,-7.37594
Ardline,54.07456,-8.22403
Ardloman,52.43732,-8.19718
Ardlona,53.94374,-8.40888
Ardlonan,53.78525,-6.81518
Ardlougher,54.06303,-7.57632
Ardloughill,54.47335,-8.17162
Ardlow,53.85825,-7.03714
Ardloy,54.09791,-8.40636
Ardmaclancy,52.77044,-8.79226
Ardmacroan,53.89044,-8.03716
Ardmaghbreague,53.83086,-6.83656
Ardmalin,55.36998,-7.37459
Ardmanagh,51.53832,-9.56338
Ardmartin,51.71636,-8.54793
Ardmayle,52.5694,-7.92253
Ardmayle East,52.5683,-7.91068
Ardmayle West,52.56709,-7.92995
Ardmeelode,52.14859,-9.67949
Ardmeen,54.97384,-8.26721
Ardmeenan,54.03834,-7.78197
Ardminnan,54.04201,-8.55146
Ardmone,53.98334,-7.07352
Ardmone East,53.98668,-7.06863
Ardmoneel,52.09667,-9.78314
Ardmoneen,54.11315,-7.83189
Ardmone West,53.97842,-7.0875
Ardmoran,53.55251,-9.14678
Ardmore,52.93725,-9.23116
Ardmore Point,54.18638,-10.01612
Ardmorney,53.38177,-7.44428
Ardmoyle,53.92381,-8.38529
Ardmulchan,53.66928,-6.63219
Ardmullan,53.48744,-8.07425
Ardnableask,54.69609,-8.01488
Ardnaboha,51.71286,-8.4611
Ardnabourkey,51.81838,-8.2299
Ardnaboy,52.86727,-6.49538
Ardnacally,53.69657,-9.14012
Ardnacassagh,53.72734,-7.78041
Ardnacloghy,51.73467,-9.4289
Ardnaclug,51.76266,-8.6799
Ardnacraa,52.95627,-9.43027
Ardnacrany North,53.52306,-7.7593
Ardnacrany South,53.50644,-7.75781
Ardnacrohy,52.4286,-9.03579
Ardnacross Island,53.29816,-9.88051
Ardnacrusha,52.7091,-8.61394
Ardnacrushy,51.9274,-9.00122
Ardnacullia North,52.93632,-9.29548
Ardnacullia South,52.92661,-9.30854
Ardnaditian,54.98502,-7.59698
Ardnadoman East,53.21217,-8.61111
Ardnadoman West,53.21075,-8.62273
Ardnagall,53.586,-8.84666
Ardnagalliagh,54.58138,-8.1446
Ardnagannagh,54.78569,-7.67749
Ardnagappary,55.07162,-8.29429
Ardnagashel,51.72373,-9.47553
Ardnagassan,54.65125,-8.04436
Ardnagassane,52.58996,-8.18192
Ardnageeha,52.12151,-9.09804
Ardnageehy,52.31964,-8.69225
Ardnageehy Beg,51.67976,-9.41967
Ardnageehy East,52.02478,-8.38221
Ardnageehy More,51.67651,-9.42811
Ardnageehy West,52.02221,-8.39743
Ardnagla,52.71764,-9.09886
Ardnaglass,54.8135,-7.55733
Ardnaglass Lower,54.3852,-8.50969
Ardnaglass Upper,54.37448,-8.48141
Ardnaglew,53.36168,-7.45908
Ardnaglug,53.36994,-8.1569
Ardnagno,53.10822,-8.9305
Ardnagor,54.20519,-9.31577
Ardnagowna,53.84863,-8.16718
Ardnagragh,53.46626,-7.81236
Ardnagreevagh,53.60304,-10.02546
Ardnagrena,51.49378,-9.38097
Ardnagroghery,51.51984,-9.40395
Ardnagross,53.03253,-6.91887
Ardnahea,52.95762,-9.39009
Ardnahinch,51.85459,-8.01353
Ardnahow,52.16643,-7.2571
Ardnamanagh,51.71768,-9.48653
Ardnamoghill,54.965,-7.41291
Ardnamoher,52.40256,-8.2601
Ardnamullagh,53.72639,-8.41497
Ardnamullan,53.44751,-7.06585
Ardnamweely,52.06755,-9.51588
Ardnanagh,53.62693,-8.20081
Ardnanean,52.49874,-8.97565
Ardnanure,53.40085,-8.05433
Ardnaponra,53.39366,-7.69944
Ardnapreaghaun,52.52034,-8.86986
Ardnaree,55.0615,-7.63423
Ardnasallem,54.31762,-6.99577
Ardnasillagh,53.41919,-9.2681
Ardnasodan,53.4086,-8.79039
Ardnasool,54.84759,-7.56113
Ardnaveagh,52.51853,-8.9764
Ardneeskan,54.13969,-8.43144
Ardnehue,52.83381,-6.83385
Ardnurcher,53.40175,-7.59296
Ardnurcher Glebe,53.38098,-7.57969
Ardobireen,52.49749,-8.02429
Ardocheasty,51.94366,-7.73416
Ardogeena,51.61261,-9.52658
Ardogelly,54.2502,-8.78029
Ardoghil,53.57481,-7.83317
Ardoginna,51.94363,-7.74808
Ardogommon,53.78874,-9.48191
Ardohill,52.43916,-8.32863
Ardoley,53.78107,-9.55326
Ardonan,54.05387,-7.45497
Ardoohy,54.14953,-7.44427
Ardoslough,53.59123,-8.55126
Ardough,52.80285,-7.06076
Ardoughan,54.12367,-9.17782
Ardoughter,52.46203,-9.70688
Ardour,53.57658,-9.01828
Ardowen,54.23503,-10.04594
Ardowen Common,54.23989,-10.03083
Ardoyne,52.78516,-6.69163
Ardpaddin,52.2878,-7.78405
Ardpatrick,52.33935,-8.5353
Ardpattan,54.53153,-8.16534
Ardra,53.95185,-7.53854
Ardra Beg,51.8219,-8.17371
Ardragh,54.0089,-6.85242
Ardrah,51.82076,-8.84507
Ardrahan,53.15643,-8.80587
Ardrahan North,53.1594,-8.80784
Ardrahan South,53.1533,-8.81611
Ardraheen Beg,54.0251,-8.55012
Ardraheen More,54.02113,-8.55148
Ardrahin,52.39291,-8.2993
Ardraly,51.53687,-9.34354
Ardra More,51.81958,-8.1622
Ardranny Beg,53.26012,-8.29271
Ardranny More,53.2515,-8.29406
Ardrass,54.05119,-9.1005
Ardrass Lower,53.3287,-6.58651
Ardrass Upper,53.32248,-6.5917
Ardraw,52.08608,-9.72021
Ardrea,54.09939,-8.48314
Ardreagh,52.716,-7.57469
Ardree,52.97416,-6.96405
Ardrew,52.98235,-6.99165
Ardrinane,52.14346,-10.052
Ardristan,52.77926,-6.75701
Ardroe,52.14781,-9.98973
Ardros,53.31599,-8.38612
Ardross,52.40119,-6.93865
Ardrum,51.9164,-8.65536
Ardrumkilla,53.51354,-8.97708
Ardrumman,55.00679,-7.63182
Ardrums Great,53.43663,-6.75933
Ardrums Little,53.44078,-6.76893
Ardrush,52.93792,-9.16952
Ards,55.16014,-7.8787
Ardsallagh,53.61445,-6.65971
Ardsallagh Beg,53.62229,-8.18246
Ardsallagh More,53.62842,-8.18007
Ards Beg,51.72539,-9.34916
Ards Big,55.01932,-7.68617
Ardscradaun,52.64062,-7.26322
Ardscull,53.01664,-6.91692
Ardshanavooly,52.06234,-9.50042
Ardshanbally,52.574,-8.78932
Ardsheelhane East,51.86883,-9.8828
Ardsheelhane West,51.85925,-9.89106
Ardskea Beg,53.43518,-8.8302
Ardskeagh,52.80751,-8.62456
Ardskea More,53.42169,-8.85606
Ards Little,55.01852,-7.70611
Ards More,51.7239,-9.3631
Ardsmore Mountain,55.09153,-8.1884
Ardsollus,52.80021,-8.89379
Ardsoreen,53.92854,-8.40174
Ardteegalvan,52.04633,-9.39425
Ardtermon,54.33763,-8.63194
Ardtomin,52.5703,-8.9505
Ardtrasna,54.36726,-8.61733
Ardtully,51.90291,-9.48628
Ardtully Beg,53.99295,-6.17873
Ardtully More,53.99556,-6.16995
Ardue,54.10499,-7.53484
Ardultagh,53.21044,-8.26858
Ardun,54.7988,-8.22232
Arduns,55.03243,-8.21673
Ardunsaghan,54.03589,-7.73
Ardura Beg,51.55877,-9.41654
Ardura More,51.56847,-9.42841
Arduslough,51.47203,-9.74744
Ardvagh,54.19596,-7.87842
Ardvally,54.74785,-8.39646
Ardvarna,53.4244,-9.31447
Ardvarney,52.92054,-7.58885
Ardvarnock Glebe,54.87104,-7.6482
Ardvarny,53.93476,-7.35624
Ardvone,52.48868,-9.06692
Ard West,53.32265,-9.87832
Ardydonagan,52.39665,-9.46518
Ardyduffy,53.4298,-7.79266
Ardyhoolihane,51.6588,-9.47681
Ardykeohane,52.47483,-8.53597
Ardyoul,52.40639,-8.58607
Ardywanig,52.14827,-9.66156
Arigna,54.07634,-8.11252
Arignagh,53.65896,-8.35397
Arkeen Beg,53.44057,-9.89685
Arkeen More,53.44455,-9.9124
Arklow,52.27127,-6.79407
Arlands,55.00189,-8.43573
Arlinstown,51.77601,-8.54351
Arlonstown,53.55862,-6.62962
Arm,53.7669,-8.51147
Armyhill,52.86842,-7.96239
Arnaghan,53.86995,-7.56929
Arnasbrack,54.20928,-8.42694
Arnestown,52.37796,-6.92052
Aroddy,54.00777,-7.86431
Arodstown,53.49441,-6.66988
Arpinstown,52.2837,-6.57603
Arraghan,53.82947,-8.42073
Arragh Beg,53.04743,-8.01108
Arragh More,53.05915,-8.03653
Arraglen,52.26635,-10.24868
Arragorteen,52.63313,-6.29403
Arranagh,52.4059,-9.07842
Arrigal,53.80589,-6.7343
Arroo,54.41219,-8.25319
Arrybreaga,52.51255,-8.30338
Arryheernabin,55.26878,-7.63979
Artane,53.383,-6.20514
Arthurstown,53.23056,-6.57231
Arthurstown Little,53.90147,-6.56847
Artidowney,54.09213,-7.51216
Artikellys,54.88203,-7.71066
Artiteige,51.66969,-8.63596
Artnalevery,53.87824,-6.58121
Artonagh,54.05778,-7.4972
Artoney,53.9476,-6.55434
Artramon,52.38181,-6.48393
Arundelmills,51.6135,-8.84816
Arvagh,53.92144,-7.57992
Arywee,52.57213,-8.57801
Ash Big,53.98698,-6.51967
Ashbourne,53.51116,-6.39738
Ashbrook,53.29154,-8.4661
Ashbury,52.96587,-7.77909
Ashfield,53.31218,-6.3801
Ashfield Demesne,53.01999,-8.84476
Ashford,53.53802,-9.29457
Ashfort,52.60333,-8.67151
Ashglen,52.54375,-7.16183
Ashgrove,54.06298,-7.43343
Ashhill,52.59683,-7.79836
Ash Hill,52.39732,-8.58599
Ash-Hill,52.23123,-9.62604
Ashleypark,52.93104,-8.18723
Ash Little,53.98233,-6.52682
Ashpark,53.57945,-6.41212
Ashroe,52.68315,-8.39839
Ashtown,53.37541,-6.34271
Ashwell's-Lot,52.51224,-7.89527
Ashwood Lower,52.75861,-6.19321
Ashwood Upper,52.7648,-6.19556
Ask,52.70209,-6.26128
Askabeg,52.47823,-6.40118
Aska Beg,52.66616,-6.49452
Askaheige,52.69439,-6.63664
Askakeagh,52.84626,-6.42116
Askakeel,52.73259,-6.43592
Askamore,52.67241,-6.47976
Aska More,52.67356,-6.47487
Askanagap,52.87127,-6.42638
Askasilla,52.45927,-6.38788
Aske,53.21904,-6.12379
Askeaton,52.59545,-8.97002
Askill,54.45211,-8.19054
Askillaun,53.75808,-9.85503
Askinamoe,52.60963,-6.52216
Askinch Lower,52.78166,-6.26279
Askinch Upper,52.78835,-6.2713
Askinfarney,52.47388,-6.77196
Askingarran Lower,52.60351,-6.21656
Askingarran Upper,52.60378,-6.23132
Askintinny,52.76501,-6.1539
Askinvillar Lower,52.55036,-6.7555
Askinvillar Upper,52.55228,-6.77205
Askunshin,52.52583,-6.61396
Asnagh,53.72823,-7.55234
Assagart,52.35582,-6.72854
Assaly Great,52.2631,-6.45204
Assaly Little,52.25997,-6.45976
Assan,53.90655,-7.15361
Assaun,53.89088,-8.22254
Assey,53.5876,-6.68182
Assolas,52.17101,-8.84467
Astagob,53.36181,-6.39599
Astee,52.55184,-9.56
Astee East,52.55675,-9.54804
Astee West,52.55462,-9.56843
Astrish Beg,54.37881,-6.96378
Astrish More,54.37983,-6.95271
Atateemore,52.31575,-7.08479
Athasselabbey North,52.4836,-7.99857
Athasselabbey South,52.47909,-8.00833
Athboy,53.62363,-6.91565
Athcarne,53.62063,-6.44639
Athclare,53.81668,-6.39928
Athdown,53.17682,-6.39692
Athea,52.46099,-9.28962
Athea Lower,52.46738,-9.32396
Athea Upper,52.45047,-9.31416
Athenboy,53.71026,-7.46119
Athenry,53.29607,-8.75127
Athgaine Great,53.6833,-6.84546
Athgaine Little,53.69032,-6.84497
Athgarrett,53.18895,-6.57303
Athgarvan,53.15289,-6.7777
Athgoe,53.28526,-6.51285
Athgoe North,53.29087,-6.52492
Athgoe South,53.28451,-6.5306
Athgreany,53.0722,-6.61505
Athlacca,52.45801,-8.65008
Athlacca North,52.46104,-8.66669
Athlacca South,52.452,-8.66381
Athleague,53.5674,-8.26009
Athlone,53.42701,-7.94291
Athlone And Bigmeadow,53.41999,-7.94653
Athlummon,52.68962,-7.74147
Athlumney,53.64847,-6.67164
Athlunkard,52.68198,-8.60463
Athnid Beg,52.72067,-7.76615
Athnid More,52.72246,-7.77725
Athroe,53.84458,-8.29592
Athronan,53.54238,-6.64451
Athry,53.45054,-9.79465
Athy,52.99127,-6.98142
Atshanboe,52.67788,-7.98351
Attanagh,52.83329,-7.35323
Attatantee,55.07833,-8.2226
Attateenoe Lower,52.52218,-7.44287
Attateenoe Upper,52.52614,-7.45157
Attavally,53.76338,-9.30287
Atteagh,53.46149,-8.06697
Attiaghygrana,53.8837,-8.22079
Attiantaggart,53.93501,-8.5973
Attiappleton,53.97378,-9.2397
Attiballa,53.79133,-8.23988
Attiblaney,53.38345,-7.58457
Attibrassil,53.28232,-8.29835
Atticahill,53.88491,-9.14022
Attichree,54.18429,-9.07273
Atticlogh,53.51114,-10.01029
Atticloghy,54.22928,-9.32212
Atticoffey East,53.26085,-8.23934
Atticoffey West,53.25845,-8.24396
Atticonaun,54.21047,-9.94928
Atticonor,53.34487,-7.43819
Atticorra,53.34429,-8.20506
Attidavock,53.52575,-8.568
Attidermot,53.29575,-8.32459
Attiduff,54.36551,-6.98719
Attifarry,53.56518,-8.37515
Attifineen,53.00053,-8.8612
Attifinlay,53.94643,-8.07845
Attiflynn,53.65848,-8.69525
Attigara,53.10413,-8.24386
Attigoddaun,53.54868,-10.1279
Attikee,53.22783,-8.29162
Attiknockan,53.54174,-8.21482
Attimachugh,54.01173,-9.02212
Attimanus,53.97291,-7.94033
Attimany,53.3524,-8.58493
Attimonbeg,53.32869,-8.62104
Attimonmore North,53.32415,-8.6209
Attimonmore South,53.31716,-8.62247
Attimurtagh,53.37594,-7.74961
Attinadague,54.97565,-7.99767
Attinaskollia,54.00356,-8.96139
Attinkee,53.21015,-7.92055
Attiquin,51.90164,-8.08627
Attireesh,53.81033,-9.52419
Attiregan,53.37042,-8.44367
Attirory,53.93944,-8.07735
Attirowerty,53.5341,-9.96738
Attishane,54.14443,-9.37069
Attiville,54.02177,-8.48923
Attybrick,52.53015,-8.08676
Attycristora,52.92655,-9.33255
Attyflin,52.58472,-8.71699
Attyjames,52.42698,-7.4423
Attykit,52.46629,-7.86205
Attymass,54.05132,-9.08326
Attymon,53.323,-8.60859
Attyshonock,53.31018,-9.1218
Attyslany North,53.02241,-8.90413
Attyslany South,53.01467,-8.90725
Attyterrila,52.90122,-8.98959
Auburn,53.44248,-6.18702
Aubwee,53.31014,-9.14689
Aucloggeen,53.39892,-8.96632
Augeris,51.87044,-9.22854
Aughabrack,51.67087,-9.99048
Aughacasla North,52.2423,-9.98906
Aughacasla South,52.23548,-9.98413
Aughagarna,52.69834,-9.45811
Aughagault,54.86914,-7.72784
Aughagault Big,54.86333,-7.74319
Aughaleigue Beg,51.57722,-9.75278
Aughaleigue More,51.57553,-9.73771
Aughalin,52.46196,-8.94351
Aughall Beg,52.79464,-7.8032
Aughall Middle,52.79993,-7.80286
Aughall More,52.78877,-7.81325
Aughane,51.84979,-8.14204
Aughanna,52.24094,-10.07082
Aughans,53.19323,-7.38318
Aughathlappa,52.51925,-6.70807
Aughatubbrid,52.88073,-7.19674
Aughavanlomaun,52.23592,-7.77099
Aughavehir,52.76212,-8.31289
Aughavinna,53.01588,-9.35897
Aughboy,52.74022,-8.54251
Aughclare,52.33139,-6.92177
Aughermon,52.28532,-6.67981
Aughernagalliagh,54.27219,-10.05942
Augherskea,53.50413,-6.61757
Aughfad,52.30583,-6.64257
Aughils,52.16942,-9.87279
Aughine,53.6646,-7.79166
Aughinida,51.93179,-8.91331
Aughinish,52.8861,-8.43638
Aughinish East,52.6233,-9.06165
Aughinish West,52.61598,-9.07856
Aughiska Beg,53.0207,-9.3058
Aughiska More,53.0148,-9.32321
Aughkeely,54.86558,-7.81061
Aughkiletaun,52.57893,-6.99548
Aughmore,52.31777,-7.50424
Aughnacloy,54.23663,-7.11389
